candidate_name,candidate_id,office,district,committee_id,report_type,report_year,coverage_start_date,coverage_end_date,receipt_date,total_receipts,total_disbursements,cash_on_hand,pdf_url,document_description
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,PRE-PRIMARY,2020,2020-04-01,2020-06-24,2020-07-02T00:00:00,3011527.62,3616517.26,5006945.94,https://docquery.fec.gov/pdf/118/202007029244276118/202007029244276118.pdf,PRE-PRIMARY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-07-01T00:00:00,,,,https://docquery.fec.gov/pdf/214/202007019244231214/202007019244231214.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-07-01T00:00:00,,,,https://docquery.fec.gov/pdf/921/202007019244228921/202007019244228921.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-06-29T00:00:00,,,,https://docquery.fec.gov/pdf/266/202006299244223266/202006299244223266.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED,2020,,,2020-06-27T00:00:00,,,,https://docquery.fec.gov/pdf/246/202006279244219246/202006279244219246.pdf,48-HOUR NOTICE OF CONTRIBUTIONS OR LOANS RECEIVED 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-06-24T00:00:00,,,,https://docquery.fec.gov/pdf/284/202006249244188284/202006249244188284.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2020,2020-01-01,2020-03-31,2020-04-15T00:00:00,2405597.36,3989003.52,5611935.58,https://docquery.fec.gov/pdf/456/202004159219329456/202004159219329456.pdf,APRIL QUARTERLY 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-04-03T00:00:00,,,,https://docquery.fec.gov/pdf/773/202004039216580773/202004039216580773.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2019,2019-10-01,2019-12-31,2020-03-31T00:00:00,2282538.5,2209169.59,7195341.74,https://docquery.fec.gov/pdf/086/202003319216567086/202003319216567086.pdf,YEAR-END 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2018,2018-10-01,2018-12-31,2020-03-05T00:00:00,,,,https://docquery.fec.gov/pdf/182/202003050300060182/202003050300060182.pdf,RFAI: YEAR-END 2018
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2019,2019-10-01,2019-12-31,2020-01-31T00:00:00,2282538.5,2209169.59,7195341.74,https://docquery.fec.gov/pdf/145/202001319184860145/202001319184860145.pdf,YEAR-END 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2020,,,2020-01-16T00:00:00,,,,https://docquery.fec.gov/pdf/916/202001169167203916/202001169167203916.pdf,Statement of Organization 2020
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,OCTOBER QUARTERLY,2019,2019-07-01,2019-09-30,2019-10-15T00:00:00,2144654.84,431944.74,7121972.83,https://docquery.fec.gov/pdf/419/201910159164600419/201910159164600419.pdf,OCTOBER QUARTERLY 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2019,,,2019-10-09T00:00:00,,,,https://docquery.fec.gov/pdf/543/201910099163781543/201910099163781543.pdf,Statement of Organization 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,JULY QUARTERLY,2019,2019-04-01,2019-06-30,2019-07-15T00:00:00,2003723.46,402272.02,5409262.73,https://docquery.fec.gov/pdf/841/201907159151154841/201907159151154841.pdf,JULY QUARTERLY 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2019,,,2019-07-08T00:00:00,,,,https://docquery.fec.gov/pdf/136/201907089150456136/201907089150456136.pdf,Statement of Organization 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2019,,,2019-05-21T00:00:00,,,,https://docquery.fec.gov/pdf/197/201905219149823197/201905219149823197.pdf,Statement of Organization 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2019,,,2019-05-08T00:00:00,,,,https://docquery.fec.gov/pdf/764/201905080300039764/201905080300039764.pdf,RFAI: Document 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,APRIL QUARTERLY,2019,2019-01-01,2019-03-31,2019-04-07T00:00:00,1522657.17,342570.65,3807811.29,https://docquery.fec.gov/pdf/960/201904079146046960/201904079146046960.pdf,APRIL QUARTERLY 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,,2019,,,2019-03-28T00:00:00,,,,https://docquery.fec.gov/pdf/397/201903289145968397/201903289145968397.pdf,Statement of Organization 2019
"COLLINS, SUSAN M.",S6ME00159,Senate,00,C00314575,YEAR-END,2018,2018-10-01,2018-12-31,2019-01-30T00:00:00,1786171.13,552194.55,2627724.77,https://docquery.fec.gov/pdf/362/201901309144203362/201901309144203362.pdf,YEAR-END 2018
"MILLS, JANET TRAFTON",S6ME00407,Senate,00,C00923144,,2026,,,2026-01-31T00:00:00,,,,https://docquery.fec.gov/pdf/651/202601319808845651/202601319808845651.pdf,Statement of Organization 2026
"MILLS, JANET TRAFTON",S6ME00407,Senate,00,C00923144,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-31T00:00:00,2706691.86,1396411.39,1310280.47,https://docquery.fec.gov/pdf/704/202601319825658704/202601319825658704.pdf,YEAR-END 2025
"MILLS, JANET TRAFTON",S6ME00407,Senate,00,C00923144,,2025,,,2025-10-24T00:00:00,,,,https://docquery.fec.gov/pdf/750/202510249792024750/202510249792024750.pdf,Statement of Organization 2025
"MILLS, JANET TRAFTON",S6ME00407,Senate,00,C00923144,,2025,,,2025-10-14T00:00:00,,,,https://docquery.fec.gov/pdf/760/202510149790776760/202510149790776760.pdf,Statement of Organization 2025
"KLEBAN, DAN",S6ME00381,Senate,00,C00918300,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-31T00:00:00,122034.31,248757.06,94303.7,https://docquery.fec.gov/pdf/972/202601319795738972/202601319795738972.pdf,YEAR-END 2025
"KLEBAN, DAN",S6ME00381,Senate,00,C00918300,,2025,,,2025-12-04T00:00:00,,,,https://docquery.fec.gov/pdf/997/202512049793375997/202512049793375997.pdf,Miscellaneous Report to FEC 2025
"KLEBAN, DAN",S6ME00381,Senate,00,C00918300,OCTOBER QUARTERLY,2025,2024-10-08,2025-09-30,2025-12-01T00:00:00,,,,https://docquery.fec.gov/pdf/786/202512010300333786/202512010300333786.pdf,RFAI: OCTOBER QUARTERLY 2025
"KLEBAN, DAN",S6ME00381,Senate,00,C00918300,,2025,,,2025-10-22T00:00:00,,,,https://docquery.fec.gov/pdf/401/202510229791991401/202510229791991401.pdf,Miscellaneous Report to FEC 2025
"KLEBAN, DAN",S6ME00381,Senate,00,C00918300,OCTOBER QUARTERLY,2025,2024-10-08,2025-09-30,2025-10-15T00:00:00,336745.08,115718.63,221026.45,https://docquery.fec.gov/pdf/684/202510159791498684/202510159791498684.pdf,OCTOBER QUARTERLY 2025
"KLEBAN, DAN",S6ME00381,Senate,00,C00918300,,2025,,,2025-09-03T00:00:00,,,,https://docquery.fec.gov/pdf/950/202509039789835950/202509039789835950.pdf,Statement of Organization 2025
"FAVREAU, TUCKER",S6ME00357,Senate,00,C00907873,YEAR-END,2025,2025-10-01,2025-12-31,2026-01-29T00:00:00,3955.47,3667.04,5170.33,https://docquery.fec.gov/pdf/798/202601299794338798/202601299794338798.pdf,YEAR-END 2025
"FAVREAU, TUCKER",S6ME00357,Senate,00,C00907873,,2025,,,2025-10-19T00:00:00,,,,https://docquery.fec.gov/pdf/054/202510199791653054/202510199791653054.pdf,Statement of Organization 2025
"FAVREAU, TUCKER",S6ME00357,Senate,00,C00907873,OCTOBER QUARTERLY,2025,2025-07-01,2025-09-30,2025-10-09T00:00:00,1403.63,569.75,4881.9,https://docquery.fec.gov/pdf/251/202510099790736251/202510099790736251.pdf,OCTOBER QUARTERLY 2025
"FAVREAU, TUCKER",S6ME00357,Senate,00,C00907873,JULY QUARTERLY,2025,2025-04-01,2025-06-30,2025-07-07T00:00:00,4724.0,675.98,4048.02,https://docquery.fec.gov/pdf/848/202507079762732848/202507079762732848.pdf,JULY QUARTERLY 2025
"FAVREAU, TUCKER",S6ME00357,Senate,00,C00907873,,2025,,,2025-06-10T00:00:00,,,,https://docquery.fec.gov/pdf/190/202506109762026190/202506109762026190.pdf,Statement of Organization 2025
